Sorszám;Ut;Azonosito;Kezdo;Veg;Hossz;Tipus;Szorzo;
1968;81;81u56k3063m;56 + 3063;60 + 327;1266;főúti;0.158;
1969;81;81u61k1124m;61 + 1124;64 + 889;2820;főúti;0;
1970;81;81u64k889m;64 + 889;68 + 058;3140;főúti;0.016;
1971;81;81u70k42m;70 + 042;74 + 519;4447;főúti;0;
1972;81;81u74k519m;74 + 519;77 + 023;2562;főúti;0;
1973;81;81u77k23m;77 + 023;77 + 538;515;főúti;0;
1974;81;81u77k538m;77 + 538;80 + 029;2845;főúti;0.119;
1975;81;81u80k29m;80 + 029;80 + 713;682;főúti;1;
1976;82;82u0k0m;0 + 000;0 + 552;542;főúti;0.971;
1977;82;82u0k572m;0 + 572;0 + 812;216;főúti;0.858;
1978;82;82u0k812m;0 + 812;2 + 287;1508;főúti;0.766;
1979;82;82u2k287m;2 + 287;4 + 443;2171;főúti;0.789;
1980;82;82u4k443m;4 + 443;4 + 807;361;főúti;1;
1981;82;82u10k64m;10 + 064;12 + 564;2503;főúti;0.316;
1982;82;82u14k153m;14 + 153;18 + 052;3904;főúti;0.029;
1983;82;82u18k52m;18 + 052;19 + 185;1128;főúti;0;
1984;82;82u21k515m;21 + 515;22 + 756;1235;főúti;0.335;
1985;82;82u23k618m;23 + 618;30 + 060;6413;főúti;0.068;
1986;82;82u30k60m;30 + 060;34 + 861;4828;főúti;0.175;
1987;82;82u34k861m;34 + 861;36 + 605;1749;főúti;0.111;
1988;82;82u36k605m;36 + 605;42 + 971;6299;főúti;0.196;
1989;82;82u45k526m;45 + 526;51 + 2727;8270;főúti;0.019;
1990;82;82u51k2727m;51 + 2727;54 + 595;842;főúti;1;
1991;82;82u55k830m;55 + 830;56 + 1866;2041;főúti;0;
1992;82;82u56k1866m;56 + 1866;59 + 470;1599;főúti;0;
1993;82;82u61k688m;61 + 688;62 + 854;1153;főúti;1;
1994;82;82u65k289m;65 + 289;68 + 112;2715;főúti;0.145;
1995;82;82u68k112m;68 + 112;69 + 486;1393;főúti;0;
1996;82;82u69k486m;69 + 486;71 + 940;2400;főúti;0.353;
1997;83;83u0k0m;0 + 000;0 + 655;649;főúti;0;
1998;83;83u0k655m;0 + 655;5 + 950;5284;főúti;0.012;
1999;83;83u7k265m;7 + 265;10 + 275;3004;főúti;0;
2000;83;83u10k275m;10 + 275;12 + 209;1941;főúti;0.213;
2001;83;83u12k209m;12 + 209;18 + 726;6535;főúti;0;
2002;83;83u18k726m;18 + 726;19 + 220;486;főúti;0.222;
2003;83;83u21k278m;21 + 278;22 + 580;1280;főúti;0;
2004;83;83u22k580m;22 + 580;22 + 985;432;főúti;0;
2005;83;83u22k985m;22 + 985;24 + 897;1892;főúti;0;
2006;83;83u24k897m;24 + 897;26 + 288;1385;főúti;0.374;
2007;83;83u26k288m;26 + 288;27 + 724;1413;főúti;0.522;
2008;83;83u27k724m;27 + 724;30 + 765;3044;főúti;0.542;
2009;83;83u30k765m;30 + 765;32 + 466;1701;főúti;0.523;
2010;83;83u32k466m;32 + 466;33 + 414;937;főúti;0;
2011;83;83u33k414m;33 + 414;45 + 322;11829;főúti;0.003;
2012;83;83u45k322m;45 + 322;51 + 824;6501;főúti;0;
2013;83;83u51k824m;51 + 824;54 + 794;2973;főúti;0.343;
2014;83;83u54k794m;54 + 794;61 + 012;6219;főúti;0;
2015;83;83u61k12m;61 + 012;65 + 329;4316;főúti;0;
2016;83;83u65k329m;65 + 329;67 + 115;1784;főúti;0.401;
2017;83;83u67k115m;67 + 115;67 + 991;873;főúti;0.931;
2018;83;83u67k991m;67 + 991;68 + 671;730;főúti;0.916;
2019;83;83u68k1176m;68 + 1176;70 + 197;310;főúti;0;
2020;83;83u68k671m;68 + 671;68 + 1176;493;főúti;0.471;
2021;83;83u70k197m;70 + 197;71 + 558;1372;főúti;0.305;
2022;83;83u71k558m;71 + 558;72 + 235;678;főúti;1;
2023;84;84u0k0m;0 + 000;0 + 129;145;főúti;0;
2024;84;84u0k129m;0 + 129;2 + 181;2039;főúti;0.261;
2025;84;84u2k181m;2 + 181;2 + 819;652;főúti;0;
2026;84;84u2k819m;2 + 819;5 + 189;2349;főúti;0;
2027;84;84u5k189m;5 + 189;7 + 075;1902;főúti;0.398;
2028;84;84u7k75m;7 + 075;9 + 112;2032;főúti;0.123;
2029;84;84u9k112m;9 + 112;12 + 880;3735;főúti;0;
2030;84;84u13k223m;13 + 223;20 + 453;7265;főúti;0;
2031;84;84u22k522m;22 + 522;23 + 907;1341;főúti;0.598;
2032;84;84u23k907m;23 + 907;27 + 881;4056;főúti;0;
2033;84;84u27k881m;27 + 881;30 + 818;2939;főúti;0;
2034;84;84u31k406m;31 + 406;33 + 252;1837;főúti;0;
2035;84;84u33k252m;33 + 252;35 + 612;2445;főúti;0;
2036;84;84u35k612m;35 + 612;36 + 212;598;főúti;0.164;
2037;84;84u36k212m;36 + 212;39 + 289;3075;főúti;0.093;
2038;84;84u39k289m;39 + 289;41 + 494;2258;főúti;0;
2039;84;84u41k578m;41 + 578;44 + 446;2939;főúti;0.029;
2040;84;84u44k446m;44 + 446;46 + 846;2403;főúti;0;
2041;84;84u46k846m;46 + 846;47 + 822;962;főúti;0;
2042;84;84u47k822m;47 + 822;48 + 918;1108;főúti;0.019;
2043;84;84u48k918m;48 + 918;50 + 876;1960;főúti;0.565;
2044;84;84u50k876m;50 + 876;52 + 567;1688;főúti;0;
2045;84;84u52k567m;52 + 567;57 + 744;5190;főúti;0;
2046;84;84u57k744m;57 + 744;60 + 274;2545;főúti;0.214;
2047;84;84u60k274m;60 + 274;61 + 823;1558;főúti;0.288;
2048;84;84u61k823m;61 + 823;65 + 171;3363;főúti;0.006;
2049;84;84u65k171m;65 + 171;67 + 289;2138;főúti;0;
2050;84;84u67k289m;67 + 289;67 + 896;595;főúti;0.045;
2051;84;84u67k896m;67 + 896;68 + 227;331;főúti;0.999;
2052;84;84u69k740m;69 + 740;70 + 205;465;főúti;1;
2053;84;84u70k205m;70 + 205;73 + 421;3211;főúti;0.234;
2054;84;84u73k421m;73 + 421;73 + 621;200;főúti;0.672;
2055;84;84u74k252m;74 + 252;75 + 538;1305;főúti;0.241;
2056;84;84u75k538m;75 + 538;75 + 803;261;főúti;0;
2057;84;84u75k803m;75 + 803;76 + 264;491;főúti;0;
2058;84;84u76k264m;76 + 264;78 + 612;2345;főúti;0.134;
2059;84;84u78k944m;78 + 944;81 + 250;2314;főúti;0.071;
2060;84;84u81k250m;81 + 250;82 + 174;929;főúti;0;
2061;84;84u82k174m;82 + 174;82 + 544;366;főúti;0;
2062;84;84u82k544m;82 + 544;84 + 214;1661;főúti;0;
2063;84;84u85k673m;85 + 673;87 + 692;2019;főúti;0.036;
2064;84;84u87k692m;87 + 692;89 + 008;1316;főúti;0.532;
2065;84;84u89k696m;89 + 696;92 + 135;2439;főúti;0.052;
2066;84;84u92k135m;92 + 135;94 + 815;2679;főúti;0.637;
2067;84;84u95k984m;95 + 984;99 + 283;3299;főúti;0;
2068;84;84u101k372m;101 + 372;105 + 375;4003;főúti;0.194;
2069;84;84u105k375m;105 + 375;106 + 366;991;főúti;0;
2070;84;84u106k366m;106 + 366;106 + 665;287;főúti;0;
2071;84;84u106k665m;106 + 665;108 + 083;1410;főúti;0.416;
2072;84;84u109k943m;109 + 943;110 + 220;277;főúti;0;
2073;84;84u110k220m;110 + 220;113 + 933;3715;főúti;0.253;
2074;84;84u114k898m;114 + 898;116 + 567;1668;főúti;0.088;
2075;84;84u116k567m;116 + 567;116 + 773;206;főúti;0;
2076;84;84u116k773m;116 + 773;118 + 442;1639;főúti;0;
2077;84;84u118k837m;118 + 837;119 + 844;1004;főúti;0.898;
2078;84;84u124k226m;124 + 226;125 + 390;1164;főúti;0;
2079;84;84u125k390m;125 + 390;127 + 082;1570;főúti;0;
2080;84;84u127k82m;127 + 082;129 + 062;2022;főúti;0;
2081;85;85u1k1086m;1 + 1086;5 + 280;3249;főúti;0;
2082;85;85u1k707m;1 + 707;1 + 1086;283;főúti;0;
2083;85;85u5k280m;5 + 280;9 + 542;4485;főúti;0;
2084;85;85u9k542m;9 + 542;11 + 320;1960;főúti;0;
2085;85;85u12k834m;12 + 834;14 + 183;1346;főúti;0.535;
2086;85;85u14k183m;14 + 183;17 + 551;3374;főúti;0.569;
2087;85;85u17k551m;17 + 551;17 + 970;395;főúti;0.938;
2088;85;85u17k970m;17 + 970;18 + 311;287;főúti;0.726;
2089;85;85u18k1029m;18 + 1029;20 + 788;2210;főúti;0.052;
2090;85;85u18k311m;18 + 311;18 + 1029;715;főúti;0.925;
2091;85;85u20k788m;20 + 788;22 + 139;1353;főúti;0;
2092;85;85u22k139m;22 + 139;22 + 654;513;főúti;0;
2093;85;85u22k654m;22 + 654;23 + 687;1268;főúti;0;
2094;85;85u23k687m;23 + 687;24 + 622;928;főúti;0;
2095;85;85u28k309m;28 + 309;28 + 817;506;főúti;1;
2096;85;85u30k503m;30 + 503;31 + 019;516;főúti;0.926;
2097;85;85u31k019m;31 + 019;32 + 925;1926;főúti;0;
2098;85;85u32k925m;32 + 925;35 + 762;2837;főúti;0.187;
2099;85;85u36k316m;36 + 316;37 + 897;1587;főúti;0.203;
2100;85;85u37k897m;37 + 897;42 + 077;4171;főúti;0.169;
2101;85;85u44k966m;44 + 966;46 + 092;1118;főúti;0;
2102;85;85u47k584m;47 + 584;49 + 304;1708;főúti;0.008;
2103;85;85u49k304m;49 + 304;51 + 713;2397;főúti;0;
2104;85;85u51k713m;51 + 713;52 + 006;300;főúti;0;
2105;85;85u52k6m;52 + 006;53 + 334;1309;főúti;0.388;
2106;85;85u53k334m;53 + 334;54 + 371;1038;főúti;0.744;
2107;85;85u55k943m;55 + 943;59 + 942;3898;főúti;0.317;
2108;85;85u59k942m;59 + 942;62 + 794;2850;főúti;0;
2109;85;85u62k794m;62 + 794;63 + 713;910;főúti;0;
2110;85;85u63k713m;63 + 713;64 + 600;884;főúti;0;
2111;85;85u64k600m;64 + 600;65 + 324;737;főúti;0;
2112;85;85u66k478m;66 + 478;68 + 016;1500;főúti;0.237;
2113;85;85u69k233m;69 + 233;70 + 500;1238;főúti;0.615;
2114;86;86u0k0m;0 + 000;2 + 349;2348;főúti;0.504;
2115;86;86u2k349m;2 + 349;4 + 184;1864;főúti;0.431;
2116;86;86u4k184m;4 + 184;11 + 062;6804;főúti;0;
2117;86;86u11k62m;11 + 062;13 + 198;2148;főúti;0;
2118;86;86u14k1008m;14 + 1008;15 + 984;993;főúti;0;
2119;86;86u16k914m;16 + 914;17 + 055;121;főúti;0;
2120;86;86u17k55m;17 + 055;19 + 438;2394;főúti;0;
2121;86;86u21k765m;21 + 765;27 + 708;5985;főúti;0;
2122;86;86u27k708m;27 + 708;28 + 266;717;főúti;0;
2123;86;86u28k266m;28 + 266;33 + 480;5067;főúti;0;
2124;86;86u33k480m;33 + 480;34 + 550;915;főúti;0;
2125;86;86u34k550m;34 + 550;38 + 143;3637;főúti;0;
2126;86;86u38k143m;38 + 143;41 + 354;3398;főúti;0;
2127;86;86u41k412m;41 + 412;46 + 571;5772;főúti;0;
2128;86;86u46k571m;46 + 571;48 + 722;2158;főúti;0.226;
2129;86;86u48k722m;48 + 722;50 + 822;2051;főúti;0.252;
2130;86;86u50k822m;50 + 822;51 + 709;887;főúti;0;
2131;86;86u52k655m;52 + 655;55 + 261;2606;főúti;0.624;
2132;86;86u55k579m;55 + 579;56 + 320;722;főúti;0.949;
2133;86;86u56k320m;56 + 320;63 + 087;6867;főúti;0.12;
2134;86;86u63k87m;63 + 087;69 + 039;5927;főúti;0.14;
2135;86;86u69k39m;69 + 039;71 + 780;2732;főúti;0.951;
2136;86;86u71k780m;71 + 780;76 + 985;5204;főúti;0.568;
2137;86;86u77k774m;77 + 774;79 + 155;1381;főúti;0.379;
2138;86;86u79k427m;79 + 427;81 + 233;1800;főúti;0.185;
2139;86;86u81k233m;81 + 233;82 + 096;852;főúti;0;
2140;86;86u82k514m;82 + 514;83 + 637;1113;főúti;0.485;
2141;86;86u82k96m;82 + 096;82 + 514;440;főúti;0;
2142;86;86u83k975m;83 + 975;84 + 472;497;főúti;1;
2143;86;86u84k472m;84 + 472;85 + 348;876;főúti;0.929;
2144;86;86u86k444m;86 + 444;89 + 263;2825;főúti;0.002;
2145;86;86u89k263m;89 + 263;90 + 591;1320;főúti;0;
2146;86;86u90k591m;90 + 591;91 + 319;728;főúti;0.121;
2147;86;86u91k319m;91 + 319;93 + 085;1772;főúti;0.106;
2148;86;86u93k85m;93 + 085;93 + 969;890;főúti;0;
2149;86;86u94k936m;94 + 936;95 + 891;952;főúti;0;
2150;86;86u95k891m;95 + 891;99 + 402;3505;főúti;0;
2151;86;86u100k998m;100 + 998;102 + 837;1841;főúti;0.262;
2152;86;86u103k434m;103 + 434;106 + 085;2651;főúti;0.18;
2153;86;86u106k85m;106 + 085;106 + 318;241;főúti;0.041;
2154;86;86u107k803m;107 + 803;108 + 402;597;főúti;0;
2155;86;86u108k402m;108 + 402;110 + 254;1849;főúti;0.486;
2156;86;86u111k342m;111 + 342;111 + 727;380;főúti;0;
2157;86;86u111k727m;111 + 727;114 + 426;2704;főúti;0;
2158;86;86u115k629m;115 + 629;119 + 049;3412;főúti;0.1;
2159;86;86u120k946m;120 + 946;122 + 839;1900;főúti;0.004;
2160;86;86u122k839m;122 + 839;123 + 447;610;főúti;0;
2161;86;86u123k447m;123 + 447;127 + 656;4212;főúti;0;
2162;86;86u127k656m;127 + 656;129 + 427;1768;főúti;0.37;
2163;86;86u129k427m;129 + 427;133 + 332;3901;főúti;0.079;
2164;86;86u135k539m;135 + 539;138 + 932;3393;főúti;0.107;
2165;86;86u140k601m;140 + 601;143 + 418;2817;főúti;0;
2166;86;86u143k418m;143 + 418;144 + 811;1395;főúti;0.073;
2167;86;86u146k613m;146 + 613;147 + 303;690;főúti;0.107;
2168;86;86u147k303m;147 + 303;147 + 597;288;főúti;0;
2169;86;86u147k597m;147 + 597;152 + 143;4441;főúti;0;
2170;86;86u157k239m;157 + 239;160 + 125;2886;főúti;0;
2171;86;86u160k125m;160 + 125;162 + 495;2370;főúti;0.111;
2172;86;86u164k644m;164 + 644;166 + 752;2108;főúti;0;
2173;86;86u166k752m;166 + 752;167 + 718;966;főúti;0.502;
2174;86;86u167k718m;167 + 718;176 + 721;9003;főúti;0.059;
2175;86;86u179k308m;179 + 308;183 + 380;4072;főúti;0;
2176;86;86u183k380m;183 + 380;184 + 200;820;főúti;0;
2177;86;86u184k200m;184 + 200;188 + 642;4441;főúti;0.164;
2178;86;86u188k642m;188 + 642;189 + 145;501;főúti;0.614;
2179;86;86u189k145m;189 + 145;191 + 406;2185;főúti;0.37;
2180;87;87u0k0m;0 + 000;0 + 719;717;főúti;1;
2181;87;87u4k457m;4 + 457;8 + 613;4124;főúti;0.174;
2182;87;87u8k613m;8 + 613;13 + 199;4575;főúti;0.132;
2183;87;87u14k904m;14 + 904;15 + 595;689;főúti;0.566;
2184;87;87u15k595m;15 + 595;17 + 088;1490;főúti;1;
2185;87;87u17k88m;17 + 088;18 + 361;1271;főúti;1;
2186;87;87u18k361m;18 + 361;22 + 932;4575;főúti;0.643;
2187;87;87u22k3745m;22 + 3745;26 + 401;686;főúti;0.348;
2188;87;87u26k425m;26 + 425;26 + 682;256;főúti;0;
2189;87;87u26k682m;26 + 682;28 + 683;2153;főúti;0.185;
2190;87;87u29k984m;29 + 984;31 + 243;1317;főúti;0.986;
2191;87;87u31k290m;31 + 290;37 + 484;6257;főúti;0.362;
2192;87;87u37k484m;37 + 484;37 + 703;229;főúti;0.999;
2193;87;87u40k786m;40 + 786;43 + 687;2916;főúti;0.311;
2194;87;87u43k687m;43 + 687;45 + 092;1407;főúti;0.069;
2195;87;87u45k706m;45 + 706;45 + 817;113;főúti;0.986;
2196;87;87u45k817m;45 + 817;49 + 406;3586;főúti;0.765;
2197;88;88u0k0m;0 + 000;0 + 156;155;főúti;0;
2198;88;88u0k156m;0 + 156;0 + 839;684;főúti;0;
2199;88;88u0k839m;0 + 839;3 + 397;2562;főúti;0;
2200;88;88u3k397m;3 + 397;4 + 712;1390;főúti;0;
2201;88;88u4k712m;4 + 712;10 + 259;5551;főúti;0;
2202;88;88u10k259m;10 + 259;10 + 537;294;főúti;0;
2203;88;88u10k537m;10 + 537;11 + 505;1051;főúti;0;
2204;89;89u0k0m;0 + 000;0 + 320;344;főúti;0.949;
2205;89;89u0k596m;0 + 596;4 + 224;3632;főúti;0.227;
2206;89;89u4k224m;4 + 224;9 + 895;5622;főúti;0.37;
2207;89;89u9k895m;9 + 895;10 + 739;843;főúti;0;
2208;89;89u10k739m;10 + 739;12 + 393;1639;főúti;0;
2209;101;101u0k0m;0 + 000;1 + 148;1748;főúti;0;
2210;102;102u0k0m;0 + 000;4 + 281;4281;főúti;0;
2211;102;102u9k187m;9 + 187;10 + 928;1753;főúti;0.113;
2212;102;102u12k11m;12 + 011;15 + 619;3597;főúti;0.252;
2213;102;102u17k386m;17 + 386;20 + 746;3373;főúti;0.028;
2214;103;103u0k0m;0 + 0;0 + 305;300;főúti;0.867;
2215;103;103u0k857m;0 + 857;2 + 963;2106;főúti;0.016;
2216;103;103u2k963m;2 + 963;5 + 173;2210;főúti;0.645;
2217;103;103u5k173m;5 + 173;7 + 979;2806;főúti;0.14;
2218;103;103u7k979m;7 + 979;13 + 998;5474;főúti;0.104;
2219;103;103u14k590m;14 + 590;21 + 284;6694;főúti;0.03;
2220;103;103u23k965m;23 + 965;27 + 068;3103;főúti;0.345;
2221;103;103u27k68m;27 + 68;28 + 343;1275;főúti;0;
2222;103;103u28k343m;28 + 343;30 + 213;1869;főúti;0;
2223;103;103u30k213m;30 + 213;32 + 264;2051;főúti;0;
2224;103;103u32k264m;32 + 264;32 + 907;643;főúti;0;
2225;103;103u32k907m;32 + 907;35 + 915;3008;főúti;0.349;
2226;103;103u37k156m;37 + 156;37 + 312;156;főúti;1;
2227;111;111u2k44m;2 + 044;3 + 242;1214;főúti;0.151;
2228;117;117u0k0m;0 + 000;0 + 689;679;főúti;0;
2229;117;117u0k689m;0 + 689;2 + 301;1635;főúti;0.147;
2230;117;117u2k301m;2 + 301;6 + 926;4593;főúti;0.181;
2231;117;117u7k948m;7 + 948;10 + 289;2338;főúti;0.115;
2232;117;117u10k289m;10 + 289;12 + 579;2281;főúti;0.179;
2233;117;117u12k579m;12 + 579;15 + 161;2599;főúti;0.181;
2234;132;132u2k153m;2 + 153;3 + 598;1515;főúti;0.104;
2235;222;222u0k0m;0 + 000;0 + 172;217;főúti;0.773;
2236;251;251u0k145m;0 + 145;0 + 995;850;főúti;0.971;
2237;251;251u0k995m;0 + 995;4 + 352;3325;főúti;0.034;
2238;253;253u0k159m;0 + 159;0 + 879;720;főúti;1;
2239;253;253u0k879m;0 + 879;2 + 138;1296;főúti;0.8;
2240;253;253u2k194m;2 + 194;8 + 325;6160;főúti;0.11;
2241;253;253u8k325m;8 + 325;12 + 123;3826;főúti;0.023;
2242;260;260u0k0m;0 + 000;3 + 492;3490;főúti;0.295;
2243;260;260u3k492m;3 + 492;10 + 245;6708;főúti;0.156;
2244;302;302u0k0m;0 + 000;2 + 786;3056;főúti;0.319;
2245;304;304u0k970m;0 + 970;2 + 324;1270;főúti;0;
2246;304;304u2k324m;2 + 324;3 + 527;1344;főúti;0;
2247;306;306u0k0m;0 + 000;2 + 261;2743;főúti;0.008;
2248;311;311u1k491m;1 + 491;2 + 742;1251;főúti;0.519;
2249;311;311u2k742m;2 + 742;7 + 631;4889;főúti;0.122;
2250;311;311u7k631m;7 + 631;10 + 522;2891;főúti;0.249;
2251;311;311u12k459m;12 + 459;13 + 027;568;főúti;0.326;
2252;311;311u13k27m;13 + 027;14 + 058;1031;főúti;1;
2253;311;311u17k175m;17 + 175;17 + 586;411;főúti;0;
2254;311;311u17k586m;17 + 586;20 + 781;3264;főúti;0.229;
2255;311;311u20k781m;20 + 781;21 + 683;902;főúti;0.281;
2256;311;311u21k683m;21 + 683;27 + 442;5758;főúti;0;
2257;311;311u27k442m;27 + 442;28 + 507;1065;főúti;0;
2258;311;311u28k507m;28 + 507;31 + 037;2557;főúti;0;
2259;311;311u31k98m;31 + 098;31 + 564;514;főúti;0;
2260;331;331u0k0m;0 + 000;0 + 126;126;főúti;0.246;
2261;331;331u0k126m;0 + 126;3 + 282;3161;főúti;0;
2262;331;331u3k327m;3 + 327;4 + 625;1308;főúti;0;
2263;338;338u0k0m;0 + 0;2 + 200;2200;főúti;0;
2264;338;338u2k266m;2 + 266;3 + 525;1276;főúti;0;
2265;338;338u3k525m;3 + 525;5 + 333;1859;főúti;0;
2266;338;338u5k373m;5 + 373;6 + 760;1401;főúti;0;
2267;338;338u6k802m;6 + 802;10 + 517;3780;főúti;0;
2268;351;351u0k0m;0 + 000;1 + 590;1590;főúti;0;
2269;351;351u1k590m;1 + 590;5 + 213;3624;főúti;0;
2270;351;351u5k213m;5 + 213;8 + 297;3084;főúti;0.428;
2271;354;354u0k197m;0 + 197;3 + 817;3621;főúti;0;
2272;354;354u3k817m;3 + 817;15 + 425;11600;főúti;0.086;
2273;381;381u0k413m;0 + 413;0 + 976;567;főúti;0;
2274;381;381u0k976m;0 + 976;5 + 459;4547;főúti;0.124;
2275;381;381u6k492m;6 + 492;8 + 547;2076;főúti;0.584;
2276;381;381u8k547m;8 + 547;9 + 166;587;főúti;0;
2277;381;381u9k166m;9 + 166;11 + 287;2113;főúti;0.239;
2278;381;381u12k319m;12 + 319;16 + 051;3719;főúti;0;
2279;381;381u18k27m;18 + 027;19 + 564;1531;főúti;0.957;
2280;381;381u22k416m;22 + 416;24 + 123;1706;főúti;0;
2281;381;381u27k903m;27 + 903;32 + 013;4186;főúti;0;
2282;381;381u33k545m;33 + 545;35 + 924;2261;főúti;0.08;
2283;381;381u35k924m;35 + 924;40 + 634;4828;főúti;0.069;
2284;381;381u43k327m;43 + 327;47 + 077;3746;főúti;0.161;
2285;381;381u47k077m;47 + 077;47 + 235;183;főúti;0;
2286;401;401u0k0m;0 + 000;1 + 183;1186;főúti;0;
2287;403;403u1k200m;1 + 200;6 + 462;5955;főúti;0;
2288;403;403u6k550m;6 + 550;14 + 008;7531;főúti;0.186;
2289;403;403u14k8m;14 + 008;14 + 995;955;főúti;0.789;
2290;404;404u0k0m;0 + 000;1 + 922;1922;főúti;0.734;
2291;405;405u0k172m;0 + 172;0 + 576;385;főúti;0.369;
2292;405;405u0k576m;0 + 576;1 + 054;453;főúti;0;
2293;405;405u1k54m;1 + 054;2 + 766;1712;főúti;0.03;
2294;405;405u2k766m;2 + 766;7 + 784;5017;főúti;0.378;
2295;405;405u7k784m;7 + 784;9 + 785;2001;főúti;0.088;
2296;405;405u9k785m;9 + 785;11 + 069;1288;főúti;0;
2297;405;405u11k69m;11 + 069;14 + 477;3401;főúti;0;
2298;405;405u14k477m;14 + 477;17 + 133;2655;főúti;0;
2299;405;405u17k133m;17 + 133;18 + 058;911;főúti;0.187;
2300;406;406u0k0m;0 + 000;3 + 556;3318;főúti;0;
2301;427;427u0k233m;0 + 233;0 + 545;312;főúti;1;
2302;427;427u0k545m;0 + 545;2 + 717;2172;főúti;0;
2303;430;430u0k287m;0 + 287;3 + 165;2739;főúti;0;
2304;430;430u3k165m;3 + 165;3 + 593;408;főúti;0;
2305;430;430u3k593m;3 + 593;5 + 007;1417;főúti;0.031;
2306;430;430u5k7m;5 + 007;6 + 068;1059;főúti;0;
2307;430;430u6k68m;6 + 068;7 + 626;1605;főúti;0;
2308;431;431u0k0m;0 + 000;1 + 190;1188;főúti;0.341;
2309;431;431u1k190m;1 + 190;2 + 843;1652;főúti;0.362;
2310;431;431u2k843m;2 + 843;5 + 710;2856;főúti;0;
2311;441;441u3k224m;3 + 224;3 + 800;585;főúti;0.133;
2312;441;441u3k800m;3 + 800;4 + 664;855;főúti;0;
2313;441;441u4k664m;4 + 664;8 + 560;3894;főúti;0;
2314;441;441u8k560m;8 + 560;10 + 592;2028;főúti;0;
2315;441;441u10k592m;10 + 592;14 + 407;3815;főúti;0.012;
2316;441;441u18k482m;18 + 482;20 + 41;1548;főúti;0.082;
2317;441;441u20k41m;20 + 41;20 + 695;655;főúti;0;
2318;441;441u20k695m;20 + 695;25 + 600;5030;főúti;0.092;
2319;441;441u25k600m;25 + 600;28 + 324;2739;főúti;0.642;
2320;442;442u6k613m;6 + 613;7 + 764;1139;főúti;0.161;
2321;442;442u9k771m;9 + 771;12 + 381;2610;főúti;0.122;
2322;442;442u14k66m;14 + 066;16 + 972;2899;főúti;0;
2323;442;442u16k972m;16 + 972;18 + 065;1101;főúti;0.028;
2324;442;442u19k0m;19 + 000;22 + 640;4044;főúti;0.019;
2325;442;442u23k943m;23 + 943;26 + 811;2843;főúti;0.643;
2326;442;442u26k811m;26 + 811;31 + 064;4275;főúti;0.311;
2327;442;442u31k64m;31 + 064;35 + 055;3967;főúti;0;
2328;442;442u35k214m;35 + 214;35 + 752;617;főúti;0;
2329;442;442u35k865m;35 + 865;38 + 067;2473;főúti;0;
2330;443;443u1k299m;1 + 299;1 + 670;371;főúti;0.177;
2331;443;443u2k375m;2 + 375;3 + 350;971;főúti;0;
2332;443;443u3k350m;3 + 350;3 + 984;634;főúti;0;
2333;443;443u3k984m;3 + 984;4 + 751;774;főúti;0;
2334;443;443u4k751m;4 + 751;9 + 844;5099;főúti;0;
2335;443;443u9k844m;9 + 844;10 + 640;786;főúti;0;
2336;443;443u10k640m;10 + 640;11 + 646;1007;főúti;0;
2337;443;443u11k646m;11 + 646;13 + 681;2030;főúti;0.346;
2338;443;443u13k681m;13 + 681;14 + 268;586;főúti;0.104;
2339;443;443u14k268m;14 + 268;14 + 863;594;főúti;0;
2340;443;443u14k863m;14 + 863;15 + 226;361;főúti;0;
2341;443;443u15k226m;15 + 226;16 + 022;772;főúti;0;
2342;443;443u16k22m;16 + 022;16 + 856;833;főúti;0;
2343;443;443u16k856m;16 + 856;17 + 790;932;főúti;0;
2344;443;443u17k790m;17 + 790;18 + 286;498;főúti;0;
2345;443;443u18k286m;18 + 286;19 + 060;768;főúti;0;
2346;443;443u19k60m;19 + 060;19 + 333;289;főúti;0;
2347;444;444u5k413m;5 + 413;7 + 324;1910;főúti;0;
2348;444;444u7k324m;7 + 324;10 + 707;3364;főúti;0;
2349;444;444u10k707m;10 + 707;12 + 530;1787;főúti;0;
2350;445;445u0k42m;0 + 042;0 + 889;847;főúti;0;
2351;445;445u0k889m;0 + 889;5 + 271;4387;főúti;0.054;
2352;445;445u5k271m;5 + 271;9 + 780;4509;főúti;0;
2353;445;445u9k780m;9 + 780;11 + 333;1550;főúti;0.454;
2354;445;445u11k333m;11 + 333;12 + 246;913;főúti;0.831;
2355;445;445u12k246m;12 + 246;13 + 250;1003;főúti;0;
2356;445;445u13k250m;13 + 250;13 + 561;311;főúti;0;
2357;446;446u5k955m;5 + 955;6 + 600;671;főúti;1;
2358;448;448u0k392m;0 + 392;3 + 695;3332;főúti;0;
2359;448;448u0k70m;0 + 070;0 + 321;306;főúti;0;
2360;448;448u3k695m;3 + 695;5 + 589;1894;főúti;0.53;
2361;448;448u5k589m;5 + 589;5 + 875;320;főúti;0;
2362;451;451u0k0m;0 + 0;0 + 352;249;főúti;0;
2363;451;451u0k352m;0 + 352;1 + 240;858;főúti;0;
2364;451;451u1k240m;1 + 240;3 + 248;2027;főúti;0;
2365;451;451u3k248m;3 + 248;4 + 948;1706;főúti;0.116;
2366;451;451u4k948m;4 + 948;5 + 694;746;főúti;0;
2367;451;451u5k694m;5 + 694;6 + 483;789;főúti;0;
2368;451;451u6k483m;6 + 483;6 + 935;453;főúti;0;
